total_length,total_loss,avg_slope,file_name,label
14.993973139159767,0.00885900000000106,0.0002534192802649727,data_rawsample_test.sor,Unknown
5.026913775625,0.020957000000009884,0.008606859922320005,sample (1).sor,Unknown
5.026913775625,0.021514999999993734,0.008405154696798192,sample (10).sor,Unknown
5.026913775625,0.017025000000003843,0.008307372550311401,sample (100).sor,Unknown
25.137135594375003,0.016824999999997203,0.000574247110729521,sample (1000).sor,Unknown
25.137135594375003,0.02304900000000032,0.000728840311239801,sample (1001).sor,Unknown
25.137135594375003,0.02155700000000138,0.0005454734327794196,sample (1002).sor,Unknown
25.137135594375003,0.017559000000005653,0.0007485254704738633,sample (1003).sor,Unknown
25.137135594375003,0.021559999999993806,0.000564091416059468,sample (1004).sor,Unknown
25.137135594375003,0.023056999999994332,0.0007636958495242413,sample (1005).sor,Unknown
25.137135594375003,0.021581999999995105,0.0005618651418174053,sample (1006).sor,Unknown
25.137135594375003,0.02308800000000133,0.0007902924242497029,sample (1007).sor,Unknown
25.137135594375003,0.017050000000011778,0.0005847312947229348,sample (1008).sor,Unknown
25.137135594375003,0.023075999999988994,0.0007368353940166685,sample (1009).sor,Unknown
5.026913775625,0.021231000000000222,0.008738380942699974,sample (101).sor,Unknown
25.137135594375003,0.021589999999989118,0.000543532221982246,sample (1010).sor,Unknown
25.137135594375003,0.018191000000001623,0.0007486649955335826,sample (1011).sor,Unknown
25.137135594375003,0.02158099999999763,0.0005578359090234104,sample (1012).sor,Unknown
25.137135594375003,0.023075999999988994,0.0008395811738224697,sample (1013).sor,Unknown
25.137135594375003,0.01818500000000256,0.0006337280861166793,sample (1014).sor,Unknown
25.137135594375003,0.019580000000004816,0.0007807610584434034,sample (1015).sor,Unknown
25.137135594375003,0.01813299999999174,0.0006366579730630278,sample (1016).sor,Unknown
25.137135594375003,0.023073999999994044,0.0008426126141134701,sample (1017).sor,Unknown
25.137135594375003,0.01714900000000341,0.0006508324981591071,sample (1018).sor,Unknown
25.137135594375003,0.023071000000001618,0.0008431561548861754,sample (1019).sor,Unknown
5.026913775625,0.01890399999999204,0.00841996642242115,sample (102).sor,Unknown
25.137135594375003,0.017026000000001318,0.0006349841437997707,sample (1020).sor,Unknown
25.137135594375003,0.023062999999993394,0.0008222196032710811,sample (1021).sor,Unknown
25.137135594375003,0.016937999999996123,0.0006294824150645813,sample (1022).sor,Unknown
25.137135594375003,0.02306000000000097,0.0008097220405539359,sample (1023).sor,Unknown
25.137135594375003,0.016446999999999434,0.0006236447524098211,sample (1024).sor,Unknown
25.137135594375003,0.02305499999999938,0.0008149590103744805,sample (1025).sor,Unknown
25.137135594375003,0.021577999999990993,0.0006348672660154488,sample (1026).sor,Unknown
25.137135594375003,0.02306199999999592,0.0008015461932792502,sample (1027).sor,Unknown
25.137135594375003,0.02157899999998847,0.0006179584796410807,sample (1028).sor,Unknown
25.137135594375003,0.023062999999993394,0.0008281724578154453,sample (1029).sor,Unknown
5.026913775625,0.023044999999996207,0.008519955541262877,sample (103).sor,Unknown
25.137135594375003,0.017565000000004716,0.0006212657268124508,sample (1030).sor,Unknown
25.137135594375003,0.02306399999999087,0.0007890238733528252,sample (1031).sor,Unknown
25.137135594375003,0.021581999999995105,0.0006069029958811627,sample (1032).sor,Unknown
25.137135594375003,0.023058999999989283,0.000824841650578061,sample (1033).sor,Unknown
25.137135594375003,0.021574999999998568,0.0006593748322508387,sample (1034).sor,Unknown
25.137135594375003,0.023054000000001906,0.0008302450300594111,sample (1035).sor,Unknown
25.137135594375003,0.01687599999999634,0.000631962783000842,sample (1036).sor,Unknown
25.137135594375003,0.018416000000001986,0.000826243381675594,sample (1037).sor,Unknown
25.137135594375003,0.019026999999994132,0.0006365310643759162,sample (1038).sor,Unknown
25.137135594375003,0.023056999999994332,0.0008626468830062675,sample (1039).sor,Unknown
5.026913775625,0.018763999999990233,0.00834277705223785,sample (104).sor,Unknown
25.137135594375003,0.021581999999995105,0.0006696613289766784,sample (1040).sor,Unknown
25.137135594375003,0.017849999999995703,0.0008266990697183526,sample (1041).sor,Unknown
25.137135594375003,0.01770700000000147,0.0006426649909299641,sample (1042).sor,Unknown
25.137135594375003,0.023046999999991158,0.000702477639989435,sample (1043).sor,Unknown
25.137135594375003,0.017087000000003627,0.000540193796309552,sample (1044).sor,Unknown
25.137135594375003,0.018579000000002566,0.0008396426540404847,sample (1045).sor,Unknown
25.137135594375003,0.02156999999999698,0.0006309771083495932,sample (1046).sor,Unknown
25.137135594375003,0.019203000000004522,0.0007753897877910879,sample (1047).sor,Unknown
25.137135594375003,0.020103000000005977,0.0005494254761342458,sample (1048).sor,Unknown
25.137135594375003,0.02304900000000032,0.0007240161618945821,sample (1049).sor,Unknown
5.026913775625,0.02133800000000008,0.008527377959891965,sample (105).sor,Unknown
25.137135594375003,0.021555999999989695,0.0005738717159118591,sample (1050).sor,Unknown
25.137135594375003,0.023055999999996857,0.0008364722057126112,sample (1051).sor,Unknown
25.137135594375003,0.02155899999999633,0.0006282086331109707,sample (1052).sor,Unknown
25.137135594375003,0.02305099999999527,0.0008480646231889047,sample (1053).sor,Unknown
25.137135594375003,0.02156599999999287,0.0006887714979766347,sample (1054).sor,Unknown
25.137135594375003,0.019318999999995867,0.0007815973202315503,sample (1055).sor,Unknown
25.137135594375003,0.01670000000000016,0.0005923161196577788,sample (1056).sor,Unknown
25.137135594375003,0.023049999999997794,0.0008354382827407929,sample (1057).sor,Unknown
25.137135594375003,0.021570999999994456,0.000644162740253981,sample (1058).sor,Unknown
25.137135594375003,0.023043999999998732,0.000700889087544024,sample (1059).sor,Unknown
5.026913775625,0.02154600000000073,0.00840544064041711,sample (106).sor,Unknown
25.137135594375003,0.018354999999999677,0.000547366892655089,sample (1060).sor,Unknown
25.137135594375003,0.01794200000000501,0.0007567902314088501,sample (1061).sor,Unknown
25.137135594375003,0.02155100000000232,0.0005823255381795666,sample (1062).sor,Unknown
25.137135594375003,0.023040999999992096,0.0007864176877830892,sample (1063).sor,Unknown
25.137135594375003,0.019659999999987576,0.0005761933303163552,sample (1064).sor,Unknown
25.137135594375003,0.023049999999997794,0.0008230658814029448,sample (1065).sor,Unknown
25.137135594375003,0.01969199999999205,0.0006410415160848353,sample (1066).sor,Unknown
25.137135594375003,0.018856999999997015,0.0008305812382396723,sample (1067).sor,Unknown
25.137135594375003,0.01992400000000316,0.0006267862744834393,sample (1068).sor,Unknown
25.137135594375003,0.019576000000000704,0.0007881353604072679,sample (1069).sor,Unknown
5.026913775625,0.019692999999989524,0.008575133751093457,sample (107).sor,Unknown
25.137135594375003,0.0166499999999985,0.0006232524829508886,sample (1070).sor,Unknown
25.137135594375003,0.023043999999998732,0.0008546846569268457,sample (1071).sor,Unknown
25.137135594375003,0.021549999999990632,0.0006505582857508284,sample (1072).sor,Unknown
25.137135594375003,0.021177999999991926,0.0008521121739886121,sample (1073).sor,Unknown
25.137135594375003,0.02154399999999157,0.0006703399077398015,sample (1074).sor,Unknown
25.137135594375003,0.023046999999991158,0.0008101792413737947,sample (1075).sor,Unknown
25.137135594375003,0.01763299999998935,0.0006132843544959898,sample (1076).sor,Unknown
25.137135594375003,0.023047999999988633,0.0008424355186363233,sample (1077).sor,Unknown
25.137135594375003,0.021535999999997557,0.0006473811475714291,sample (1078).sor,Unknown
25.137135594375003,0.01897499999999752,0.0008716665546169516,sample (1079).sor,Unknown
5.026913775625,0.017576000000005365,0.008392630371799475,sample (108).sor,Unknown
25.137135594375003,0.01753999999999678,0.0006995425666528704,sample (1080).sor,Unknown
25.137135594375003,0.023045999999993683,0.0007998961472159935,sample (1081).sor,Unknown
25.137135594375003,0.01933800000000474,0.0006063331260289072,sample (1082).sor,Unknown
25.137135594375003,0.020599000000004253,0.0008015232466845385,sample (1083).sor,Unknown
25.137135594375003,0.02152900000000102,0.0006322211573797364,sample (1084).sor,Unknown
25.137135594375003,0.023032999999998083,0.0008162887124067706,sample (1085).sor,Unknown
25.137135594375003,0.017031000000002905,0.0006214927274141067,sample (1086).sor,Unknown
25.137135594375003,0.018923999999998387,0.0008085631298806802,sample (1087).sor,Unknown
25.137135594375003,0.021536999999995032,0.0006060378057448816,sample (1088).sor,Unknown
25.137135594375003,0.023040999999992096,0.0008700018447590354,sample (1089).sor,Unknown
5.026913775625,0.01893799999999146,0.008551070930128107,sample (109).sor,Unknown
25.137135594375003,0.020724000000001297,0.0006592739362534358,sample (1090).sor,Unknown
25.137135594375003,0.023040999999992096,0.0008662094187240016,sample (1091).sor,Unknown
25.137135594375003,0.02154000000000167,0.0006682090599749,sample (1092).sor,Unknown
25.137135594375003,0.020042000000003668,0.0007572216918181625,sample (1093).sor,Unknown
25.137135594375003,0.021546999999998206,0.0005441699636561389,sample (1094).sor,Unknown
25.137135594375003,0.018120999999993614,0.0008178798642532207,sample (1095).sor,Unknown
25.137135594375003,0.021535000000000082,0.0006142137790427125,sample (1096).sor,Unknown
25.137135594375003,0.023045999999993683,0.0008233109449989759,sample (1097).sor,Unknown
25.137135594375003,0.02152900000000102,0.0006193770732242534,sample (1098).sor,Unknown
25.137135594375003,0.01963800000000049,0.0008274606248215527,sample (1099).sor,Unknown
5.026913775625,0.02182599999999013,0.008551700542982337,sample (11).sor,Unknown
5.026913775625,0.016835000000000377,0.008310916249888788,sample (110).sor,Unknown
25.137135594375003,0.01929899999998952,0.0006302280176833407,sample (1100).sor,Unknown
25.137135594375003,0.023043000000001257,0.0008320408743822486,sample (1101).sor,Unknown
25.137135594375003,0.021537999999992508,0.000639488833876657,sample (1102).sor,Unknown
25.137135594375003,0.0188839999999999,0.0008393125207211711,sample (1103).sor,Unknown
25.137135594375003,0.017617000000001326,0.0006607251474455602,sample (1104).sor,Unknown
25.137135594375003,0.023044999999996207,0.0008194851170630095,sample (1105).sor,Unknown
25.137135594375003,0.017240999999998508,0.0006184611306065775,sample (1106).sor,Unknown
25.137135594375003,0.01839600000000985,0.0008941666324421016,sample (1107).sor,Unknown
25.137135594375003,0.021536999999995032,0.0007152968003472339,sample (1108).sor,Unknown
25.137135594375003,0.02301400000000342,0.0007993563674943242,sample (1109).sor,Unknown
5.026913775625,0.020161999999999125,0.008509649362997189,sample (111).sor,Unknown
25.137135594375003,0.021535999999997557,0.000588684178614422,sample (1110).sor,Unknown
25.137135594375003,0.023044999999996207,0.0007087826414098525,sample (1111).sor,Unknown
25.137135594375003,0.021523999999999432,0.0005694693067085372,sample (1112).sor,Unknown
25.137135594375003,0.023046999999991158,0.0008186563716900699,sample (1113).sor,Unknown
25.137135594375003,0.021527999999989333,0.0006276954772202331,sample (1114).sor,Unknown
25.137135594375003,0.023043000000001257,0.0008306042322111644,sample (1115).sor,Unknown
25.137135594375003,0.02154000000000167,0.0006351445168392355,sample (1116).sor,Unknown
25.137135594375003,0.020668000000000575,0.0008097365799038075,sample (1117).sor,Unknown
25.137135594375003,0.021535000000000082,0.0006300784792162145,sample (1118).sor,Unknown
25.137135594375003,0.02304199999998957,0.0008369224264268675,sample (1119).sor,Unknown
5.026913775625,0.020901999999992427,0.00838295960823719,sample (112).sor,Unknown
25.137135594375003,0.01955499999999688,0.0006389176341760698,sample (1120).sor,Unknown
25.137135594375003,0.01879499999999723,0.0008052685101603475,sample (1121).sor,Unknown
